id,car_name,yr_mfr,fuel_type,kms_run,sale_price,body_type,transmission,make,model,total_owners,orginal_price,reserved,warranty_avail,paint,damage,no_of_service,bs
1343,hyundai xcent,2014,petrol,34233,520766,sedan,manual,hyundai,xcent,1,,FALSE,FALSE,No,No,2,1
1344,maruti alto 800,2016,petrol,34081,316127,hatchback,manual,maruti,alto 800,1,,FALSE,FALSE,Yes,Yes,3,3
1345,maruti swift,2016,diesel,33834,560559,hatchback,manual,maruti,swift,1,571375,FALSE,FALSE,Yes,Yes,0,1
1346,renault kwid,2017,petrol,7688,449329,hatchback,,renault,kwid,1,,FALSE,FALSE,Yes,No,2,1
1347,hyundai i10,2009,petrol,37025,299518,hatchback,manual,hyundai,i10,3,,FALSE,FALSE,No,No,2,2
1348,hyundai i20 active,2016,petrol,19581,676518,hatchback,manual,hyundai,i20 active,1,689536,FALSE,FALSE,No,Yes,5,4
1349,maruti swift,2020,petrol,5975,771990,hatchback,manual,maruti,swift,1,,FALSE,FALSE,No,Yes,5,4
1350,maruti alto k10,2012,petrol,58683,289785,hatchback,manual,maruti,alto k10,1,,FALSE,FALSE,No,Yes,0,3
1351,hyundai grand i10,2014,petrol,28276,502271,hatchback,manual,hyundai,grand i10,2,,FALSE,FALSE,Yes,No,5,1
1352,hyundai elite i20,2015,petrol,40878,665068,hatchback,manual,hyundai,elite i20,2,,FALSE,FALSE,Yes,No,5,5
1353,maruti swift dzire,2013,diesel,107116,445343,sedan,manual,maruti,swift dzire,2,,FALSE,FALSE,Yes,Yes,5,1
1354,maruti swift,2015,diesel,63035,616746,hatchback,manual,maruti,swift,1,619499,FALSE,FALSE,No,No,4,3
1355,maruti baleno,2017,petrol,31833,598367,hatchback,manual,maruti,baleno,1,607599,FALSE,FALSE,Yes,Yes,1,5
1356,datsun redi go,2018,petrol,26739,388582,hatchback,,datsun,redi go,2,,FALSE,FALSE,No,No,5,3
1357,mahindra e2o,2015,electric,41680,319408,hatchback,manual,mahindra,e 20,1,,FALSE,FALSE,No,Yes,5,5
1358,maruti swift dzire,2014,petrol,42772,528499,sedan,manual,maruti,swift dzire,1,530908,FALSE,FALSE,No,Yes,4,1
1359,hyundai santro xing,2014,petrol,46178,337502,hatchback,manual,hyundai,santro xing,1,,FALSE,FALSE,No,No,5,1
1360,tata nano,2015,petrol,39157,256955,hatchback,automatic,tata,nano,1,,FALSE,FALSE,Yes,Yes,5,3
1361,honda city,2010,petrol,67106,415159,sedan,manual,honda,city,2,,FALSE,FALSE,Yes,Yes,4,3
1362,maruti new  wagon-r,2019,petrol,24929,531684,,,maruti,new  wagon-r,1,550760,FALSE,FALSE,Yes,No,4,4
1363,hyundai verna,2014,diesel,79961,636901,sedan,automatic,hyundai,verna,1,,FALSE,FALSE,Yes,No,1,2
1364,honda amaze,2018,diesel,15127,823470,sedan,,honda,amaze,1,844752,FALSE,FALSE,No,No,2,2
1365,ford ecosport,2013,diesel,78085,649142,suv,manual,ford,ecosport,2,,FALSE,FALSE,No,No,3,3
1366,chevrolet beat,2010,petrol,41586,248062,hatchback,manual,chevrolet,beat,1,,FALSE,FALSE,No,No,0,2
1367,maruti swift,2013,petrol,56566,476236,hatchback,manual,maruti,swift,1,,FALSE,FALSE,Yes,No,5,2
1368,hyundai i10,2012,petrol,108611,352015,hatchback,manual,hyundai,i10,1,,FALSE,FALSE,Yes,Yes,5,3
1369,mahindra thar,2016,diesel,22224,802746,suv,manual,mahindra,thar,1,805446,FALSE,FALSE,No,Yes,3,3
1370,hyundai i20,2009,petrol,82548,314285,hatchback,manual,hyundai,i20,2,,FALSE,FALSE,Yes,Yes,4,4
1371,hyundai santro xing,2014,petrol,51284,375664,hatchback,manual,hyundai,santro xing,1,,FALSE,FALSE,No,Yes,5,2
1372,hyundai grand i10,2017,petrol,35956,533310,hatchback,manual,hyundai,grand i10,2,,FALSE,FALSE,No,No,1,3
1373,maruti swift dzire,2008,petrol,85451,337502,sedan,manual,maruti,swift dzire,1,,FALSE,FALSE,No,No,5,1
1374,hyundai i10,2008,petrol,62730,254407,hatchback,manual,hyundai,i10,3,,FALSE,FALSE,Yes,Yes,4,4
1375,hyundai xcent,2014,petrol,54694,448943,sedan,manual,hyundai,xcent,1,,FALSE,FALSE,Yes,Yes,2,2
1376,maruti swift dzire,2014,petrol,68796,508230,sedan,manual,maruti,swift dzire,2,,FALSE,FALSE,Yes,No,2,4
1377,maruti swift dzire,2012,diesel,102509,492351,sedan,manual,maruti,swift dzire,1,,FALSE,FALSE,Yes,Yes,5,3
1378,maruti alto 800,2013,petrol,47077,308593,hatchback,manual,maruti,alto 800,1,,FALSE,FALSE,No,Yes,5,5
1379,maruti alto k10,2010,petrol,127516,228789,hatchback,manual,maruti,alto k10,2,230398,FALSE,FALSE,No,No,5,4
1380,hyundai eon,2015,petrol,43825,288924,hatchback,manual,hyundai,eon,2,,FALSE,FALSE,Yes,Yes,0,1
1381,hyundai i10,2009,petrol,58231,247796,hatchback,automatic,hyundai,i10,2,,FALSE,FALSE,Yes,No,3,1
1382,ford figo,2012,diesel,70204,306206,hatchback,manual,ford,figo,1,,FALSE,FALSE,No,Yes,2,2
1383,renault duster,2015,diesel,54713,689899,suv,manual,renault,duster,1,698693,FALSE,FALSE,No,Yes,1,4
1384,maruti zen estilo,2009,petrol,70598,243566,hatchback,manual,maruti,zen estilo,1,,FALSE,FALSE,No,No,1,3
1385,tata hexa,2018,diesel,24962,1546695,suv,automatic,tata,hexa,2,1612452,FALSE,FALSE,No,No,3,4
1386,maruti vitara brezza,2018,diesel,35547,924142,suv,,maruti,vitara brezza,1,954442,FALSE,FALSE,No,Yes,5,4
1387,maruti swift,2018,diesel,23055,781768,hatchback,automatic,maruti,swift,1,818345,FALSE,FALSE,Yes,No,4,4
1388,maruti ignis,2017,petrol,37166,628352,hatchback,automatic,maruti,ignis,1,630653,FALSE,FALSE,Yes,No,0,4
1389,hyundai i10,2008,petrol,10036,300563,hatchback,manual,hyundai,i10,1,,FALSE,FALSE,No,Yes,0,4
1390,hyundai santro xing,2010,petrol & lpg,73792,231441,hatchback,manual,hyundai,santro xing,3,,FALSE,FALSE,Yes,No,1,1
1391,hyundai i20,2011,petrol,98592,361073,hatchback,manual,hyundai,i20,1,,FALSE,FALSE,No,Yes,4,2
1392,hyundai i20,2010,petrol,91316,295567,hatchback,manual,hyundai,i20,1,,FALSE,FALSE,Yes,Yes,0,1
1393,hyundai verna,2008,petrol,63300,279162,sedan,manual,hyundai,verna,2,,FALSE,FALSE,Yes,No,4,2
1394,hyundai elite i20,2018,petrol,11385,692075,hatchback,manual,hyundai,elite i20,2,,FALSE,FALSE,Yes,Yes,3,5
1395,mahindra thar,2017,diesel,25418,856854,suv,manual,mahindra,thar,1,875286,FALSE,FALSE,No,No,1,3
1396,hyundai i20 active,2016,diesel,55352,702365,hatchback,manual,hyundai,i20 active,1,,FALSE,FALSE,Yes,No,1,2
1397,hyundai i10,2011,petrol,81592,334545,hatchback,manual,hyundai,i10,2,,FALSE,FALSE,Yes,Yes,0,4
1398,maruti eeco,2017,petrol,50808,389443,suv,manual,maruti,eeco,1,,FALSE,FALSE,No,Yes,5,5
1399,skoda octavia,2015,diesel,93281,1032382,luxury sedan,automatic,skoda,octavia,1,1080779,FALSE,FALSE,Yes,Yes,2,1
1400,hyundai elite i20,2017,diesel,37316,777628,hatchback,manual,hyundai,elite i20,1,795296,FALSE,FALSE,No,No,0,5
1401,maruti ertiga,2015,diesel,58605,787124,suv,manual,maruti,ertiga,1,,FALSE,FALSE,No,No,2,1
1402,maruti ertiga,2013,diesel,98270,574054,suv,manual,maruti,ertiga,1,,FALSE,FALSE,No,Yes,2,5
1403,volkswagen polo,2016,petrol,64613,615167,hatchback,automatic,volkswagen,polo,2,620522,FALSE,FALSE,Yes,Yes,5,1
1404,hyundai verna,2015,petrol,64770,605190,sedan,manual,hyundai,verna,2,,FALSE,FALSE,No,Yes,3,3
1405,hyundai elite i20,2017,petrol,45023,653603,hatchback,manual,hyundai,elite i20,1,,FALSE,FALSE,Yes,Yes,2,1
1406,hyundai venue,2019,petrol,10683,1129642,suv,,hyundai,venue,1,1130292,FALSE,FALSE,No,No,2,3
1407,maruti alto,2010,petrol,76606,244703,hatchback,manual,maruti,alto,1,,FALSE,FALSE,Yes,Yes,3,3
1408,maruti ritz,2013,petrol,69878,391588,hatchback,manual,maruti,ritz,1,,FALSE,FALSE,Yes,Yes,4,3
1409,chevrolet enjoy,2013,petrol,74517,339173,suv,manual,chevrolet,enjoy,2,,FALSE,FALSE,No,Yes,0,4
1410,renault triber,2019,petrol,37057,621500,suv,,renault,triber,2,630370,FALSE,FALSE,Yes,No,3,5
1411,hyundai i10,2015,petrol,86000,305161,hatchback,manual,hyundai,i10,3,317162,FALSE,FALSE,No,Yes,1,1
1412,maruti vitara brezza,2019,diesel,11297,1029588,suv,automatic,maruti,vitara brezza,1,1072439,FALSE,FALSE,Yes,No,0,3
1413,maruti alto,2011,petrol,77395,239229,hatchback,manual,maruti,alto,2,,FALSE,FALSE,Yes,Yes,3,1
1414,maruti baleno,2016,petrol,71519,645622,hatchback,,maruti,baleno,1,656562,FALSE,FALSE,No,No,4,4
1415,maruti swift,2008,diesel,75799,353218,hatchback,manual,maruti,swift,1,,FALSE,FALSE,No,Yes,5,5
1416,hyundai i10,2010,petrol,84426,332288,hatchback,manual,hyundai,i10,1,,FALSE,FALSE,Yes,No,4,2
1417,toyota innova,2008,diesel,64242,606152,suv,manual,toyota,innova,2,,FALSE,FALSE,No,Yes,1,1
1418,hyundai creta,2018,diesel,34406,961399,suv,,hyundai,creta,1,,FALSE,FALSE,Yes,No,3,2
1419,honda city,2010,petrol,98306,405109,sedan,manual,honda,city,2,,FALSE,FALSE,No,Yes,5,1
1420,honda amaze,2018,diesel,54652,750310,sedan,,honda,amaze,1,764569,FALSE,FALSE,No,No,1,1
1421,maruti wagon r 1.0,2015,petrol,111252,392188,hatchback,manual,maruti,wagon r 1.0,1,,FALSE,FALSE,Yes,No,4,3
1422,maruti wagon r 1.0,2015,petrol,68404,427018,hatchback,manual,maruti,wagon r 1.0,2,,FALSE,FALSE,No,No,5,5
1423,skoda rapid,2016,diesel,68918,786343,sedan,automatic,skoda,rapid,1,806347,FALSE,FALSE,No,No,3,2
1424,hyundai i10,2012,petrol,86258,401230,hatchback,automatic,hyundai,i10,2,,FALSE,FALSE,No,Yes,5,4
1425,ford ecosport,2013,diesel,89822,574599,suv,manual,ford,ecosport,2,594595,FALSE,FALSE,No,Yes,3,2
1426,maruti celerio,2014,petrol,75878,386511,hatchback,automatic,maruti,celerio,2,,FALSE,FALSE,Yes,No,1,2
1427,honda city,2010,petrol,122392,392119,sedan,manual,honda,city,1,,FALSE,FALSE,Yes,No,5,3
1428,hyundai i20,2011,petrol,96296,403291,hatchback,manual,hyundai,i20,1,,FALSE,FALSE,No,Yes,1,5
1429,mahindra xuv500,2013,diesel,82572,768319,luxury suv,manual,mahindra,xuv500,2,,FALSE,FALSE,Yes,Yes,4,4
1430,maruti eeco,2011,petrol,96353,295217,suv,manual,maruti,eeco,2,,FALSE,FALSE,Yes,No,0,4
1431,hyundai elite i20,2016,petrol,80315,631276,hatchback,manual,hyundai,elite i20,1,,FALSE,FALSE,No,Yes,5,2
1432,audi a3,2015,diesel,86537,1995758,luxury sedan,,audi,a3,1,,FALSE,FALSE,No,Yes,2,3
1433,toyota innova,2015,diesel,86685,1249703,suv,manual,toyota,innova,2,1299849,FALSE,FALSE,Yes,Yes,2,5
1434,maruti alto 800,2014,petrol,82474,248299,hatchback,manual,maruti,alto 800,1,,FALSE,FALSE,Yes,Yes,5,5
1435,hyundai verna,2012,diesel,121747,456454,sedan,manual,hyundai,verna,2,,FALSE,FALSE,No,Yes,4,5
1436,maruti zen estilo,2008,petrol,120155,138368,hatchback,manual,maruti,zen estilo,1,190161,FALSE,FALSE,Yes,No,2,4
1437,mahindra thar,2018,diesel,92152,804160,suv,manual,mahindra,thar,1,827903,FALSE,FALSE,No,Yes,4,2
1438,maruti swift,2010,diesel,147768,318499,hatchback,manual,maruti,swift,1,,FALSE,FALSE,Yes,No,0,5
1439,ford fiesta classic,2012,diesel,218118,224159,sedan,manual,ford,fiesta classic,2,,FALSE,FALSE,Yes,Yes,5,1
1440,maruti vitara brezza,2016,diesel,123181,678842,suv,manual,maruti,vitara brezza,1,836923,FALSE,FALSE,Yes,No,2,2
1441,maruti swift,2014,diesel,116056,506001,hatchback,manual,maruti,swift,1,,FALSE,FALSE,Yes,Yes,3,1
1442,ford ecosport,2015,petrol,132016,630502,suv,manual,ford,ecosport,1,,FALSE,FALSE,No,No,5,3
1443,toyota innova,2009,diesel,204298,714909,suv,manual,toyota,innova,2,,FALSE,FALSE,No,Yes,2,1
1444,toyota innova,2009,diesel,184755,649055,suv,manual,toyota,innova,3,,FALSE,FALSE,Yes,Yes,2,4
1445,maruti vitara brezza,2017,diesel,128855,764794,suv,manual,maruti,vitara brezza,1,789665,FALSE,FALSE,No,Yes,3,4
1446,hyundai eon,2011,petrol,28016,191477,hatchback,manual,hyundai,eon,1,221288,TRUE,FALSE,Yes,Yes,2,5
1447,tata nano,2013,petrol,23047,127399,hatchback,manual,tata,nano,2,,TRUE,FALSE,No,Yes,0,3
1448,hyundai eon,2012,petrol,29225,284782,hatchback,manual,hyundai,eon,1,,TRUE,FALSE,Yes,No,2,5
1449,maruti eeco,2020,petrol,4108,427582,suv,manual,maruti,eeco,1,454883,TRUE,FALSE,Yes,No,5,2
1450,maruti alto 800,2013,petrol,35165,275729,hatchback,manual,maruti,alto 800,2,,TRUE,FALSE,Yes,No,4,4
1451,hyundai grand i10,2016,petrol,10813,567013,hatchback,automatic,hyundai,grand i10,1,572863,TRUE,FALSE,Yes,No,3,5
1452,hyundai santro xing,2008,petrol,43520,200483,hatchback,manual,hyundai,santro xing,2,249167,TRUE,FALSE,No,Yes,1,5
1453,tata tiago,2018,petrol,8996,504734,hatchback,manual,tata,tiago,1,510845,TRUE,FALSE,Yes,Yes,3,2
1454,datsun go,2014,petrol,13455,231956,hatchback,manual,datsun,go,2,,TRUE,FALSE,Yes,No,2,2
1455,maruti alto,2020,petrol,2496,359799,hatchback,,maruti,alto,1,361500,TRUE,FALSE,Yes,Yes,5,5
1456,renault kwid,2017,petrol,21863,404938,hatchback,,renault,kwid,2,,TRUE,FALSE,Yes,No,5,2
1457,maruti wagon r 1.0,2011,petrol,24421,267560,hatchback,manual,maruti,wagon r 1.0,2,,TRUE,FALSE,Yes,Yes,1,2
1458,renault kwid,2016,petrol,9495,311985,hatchback,manual,renault,kwid,1,313913,TRUE,FALSE,No,Yes,3,5
1459,toyota etios liva,2011,petrol,52088,339866,hatchback,manual,toyota,etios liva,1,350866,TRUE,FALSE,No,Yes,3,1
1460,toyota etios,2019,petrol,12639,552234,sedan,manual,toyota,etios,1,583069,TRUE,FALSE,Yes,Yes,4,1
1461,tata tiago,2021,petrol,60,518949,hatchback,manual,tata,tiago,1,,TRUE,FALSE,Yes,Yes,2,5
1462,maruti celerio,2014,petrol,40705,350495,hatchback,manual,maruti,celerio,1,350595,TRUE,FALSE,Yes,No,0,1
1463,maruti omni e,2017,petrol,4110,327417,,,maruti,omni e,1,334670,TRUE,FALSE,Yes,No,0,3
1464,hyundai grand i10,2013,diesel,34831,398145,hatchback,manual,hyundai,grand i10,2,472166,TRUE,FALSE,No,No,5,2
1465,maruti new  wagon-r,2020,petrol,8502,565067,,,maruti,new  wagon-r,1,567468,TRUE,FALSE,Yes,Yes,4,4
1466,chevrolet spark,2010,petrol & lpg,42663,182377,hatchback,manual,chevrolet,spark,1,,TRUE,FALSE,Yes,Yes,4,4
1467,tata nano,2012,petrol,16737,120878,hatchback,,tata,nano,2,,TRUE,FALSE,No,Yes,0,4
1468,maruti celerio,2016,petrol,9146,497308,hatchback,automatic,maruti,celerio,2,,TRUE,FALSE,No,No,5,5
1469,hyundai verna,2015,petrol,22996,689846,sedan,manual,hyundai,verna,1,710116,TRUE,FALSE,No,No,2,4
1470,chevrolet beat,2012,petrol,52636,234324,hatchback,manual,chevrolet,beat,1,,TRUE,FALSE,Yes,Yes,0,1
1471,hyundai eon,2013,petrol,29482,260351,hatchback,manual,hyundai,eon,1,,TRUE,FALSE,Yes,Yes,2,4
1472,maruti alto 800,2013,petrol,37821,280768,hatchback,manual,maruti,alto 800,1,280868,TRUE,FALSE,No,No,1,4
1473,maruti omni e,2018,petrol & lpg,20552,281735,suv,,maruti,omni e,1,285414,TRUE,FALSE,Yes,Yes,0,1
1474,maruti alto,2020,petrol,4001,412486,hatchback,,maruti,alto,1,420187,TRUE,FALSE,No,Yes,5,2
1475,honda jazz,2017,petrol,10661,565221,hatchback,manual,honda,jazz,1,594392,TRUE,FALSE,Yes,Yes,2,2
1476,renault kwid,2016,petrol,30997,302939,hatchback,manual,renault,kwid,1,,TRUE,FALSE,Yes,No,0,4
1477,maruti swift dzire,2014,petrol,37541,500578,sedan,manual,maruti,swift dzire,1,648709,TRUE,FALSE,No,Yes,5,3
1478,maruti alto,2009,petrol,26432,226907,hatchback,manual,maruti,alto,1,294458,TRUE,FALSE,No,No,2,1
1479,maruti alto k10,2010,petrol,48772,216526,hatchback,manual,maruti,alto k10,3,,TRUE,FALSE,Yes,No,4,5
1480,hyundai elite i20,2014,petrol,10441,527873,hatchback,manual,hyundai,elite i20,1,530372,TRUE,FALSE,No,No,1,2
1481,renault kwid,2019,petrol,13484,414022,hatchback,,renault,kwid,1,,TRUE,FALSE,Yes,No,5,4
1482,ford figo,2011,petrol,59498,291599,hatchback,manual,ford,figo,1,,TRUE,FALSE,Yes,No,4,1
1483,honda jazz,2017,petrol,29343,597918,hatchback,manual,honda,jazz,1,,TRUE,FALSE,No,Yes,2,4
1484,maruti celerio,2019,petrol,10412,495558,hatchback,manual,maruti,celerio,1,498559,TRUE,FALSE,No,Yes,4,5
1485,renault kwid,2018,petrol,33823,433669,hatchback,,renault,kwid,1,514831,TRUE,FALSE,No,No,4,3
1486,ford figo,2013,diesel,42474,379450,hatchback,manual,ford,figo,1,,TRUE,FALSE,No,Yes,5,3
1487,toyota etios,2011,petrol,54590,389267,sedan,manual,toyota,etios,1,,TRUE,FALSE,No,Yes,2,2
1488,maruti baleno,2019,petrol,8721,667608,hatchback,manual,maruti,baleno,1,688049,TRUE,FALSE,No,Yes,1,5
1489,hyundai grand i10,2017,petrol,15912,449375,hatchback,manual,hyundai,grand i10,1,453241,TRUE,FALSE,Yes,Yes,2,1
1490,maruti swift,2018,petrol,24289,632510,hatchback,,maruti,swift,1,836221,TRUE,FALSE,Yes,Yes,5,4
1491,tata bolt,2015,petrol,25667,336433,hatchback,manual,tata,bolt,1,,TRUE,FALSE,Yes,No,2,1
1492,mahindra quanto,2013,diesel,53501,429838,suv,manual,mahindra,quanto,1,430899,TRUE,FALSE,No,No,4,4
1493,tata tiago,2018,petrol,22088,530599,hatchback,manual,tata,tiago,1,,TRUE,FALSE,No,Yes,4,1
1494,maruti swift,2014,petrol,21026,551614,hatchback,manual,maruti,swift,1,,TRUE,FALSE,No,Yes,4,3
1495,toyota glanza,2020,petrol,862,937963,hatchback,,toyota,glanza,1,961164,TRUE,FALSE,No,No,0,5
1496,maruti celerio,2018,petrol,41383,404499,hatchback,manual,maruti,celerio,1,517196,TRUE,TRUE,No,Yes,4,1
1497,tata nano,2015,petrol,45210,206387,hatchback,automatic,tata,nano,3,,TRUE,FALSE,Yes,Yes,4,4
1498,mahindra scorpio,2011,diesel,53218,524187,suv,manual,mahindra,scorpio,1,,TRUE,FALSE,Yes,Yes,4,3
1499,maruti swift,2014,petrol,55172,519643,hatchback,manual,maruti,swift,1,,TRUE,FALSE,No,Yes,5,5
1500,honda city,2016,petrol,32084,688066,sedan,manual,honda,city,2,705760,TRUE,FALSE,No,No,3,5
1501,maruti ertiga,2017,diesel,27457,696166,suv,manual,maruti,ertiga,1,698376,TRUE,FALSE,No,No,5,3
1502,maruti swift,2019,petrol,10350,576850,hatchback,manual,maruti,swift,1,588081,TRUE,FALSE,No,No,1,5
1503,volkswagen polo,2018,petrol,1943,611270,hatchback,,volkswagen,polo,1,814691,TRUE,FALSE,No,No,5,4
1504,hyundai new santro,2019,petrol,4538,532979,,,hyundai,new santro,1,544740,TRUE,FALSE,Yes,Yes,2,2
1505,hyundai verna,2014,petrol,64595,544363,sedan,manual,hyundai,verna,1,,TRUE,FALSE,No,Yes,1,1
1506,hyundai grand i10,2015,petrol,32531,488399,hatchback,manual,hyundai,grand i10,1,493251,TRUE,FALSE,No,Yes,0,5
1507,maruti baleno,2017,petrol,5258,630699,hatchback,manual,maruti,baleno,2,646607,TRUE,FALSE,Yes,No,4,1
1508,tata nano,2016,petrol,9251,264399,hatchback,automatic,tata,nano,1,,TRUE,FALSE,Yes,No,4,1
1509,ford figo,2012,petrol,59779,328085,hatchback,manual,ford,figo,2,,TRUE,FALSE,Yes,No,1,3
1510,maruti swift dzire,2015,petrol,43203,428768,sedan,manual,maruti,swift dzire,3,525858,TRUE,FALSE,Yes,Yes,5,4
1511,honda city,2012,petrol,38309,496348,sedan,manual,honda,city,1,,TRUE,FALSE,No,Yes,1,1
1512,ford figo,2010,petrol,53440,315950,hatchback,manual,ford,figo,1,,TRUE,FALSE,No,Yes,4,5
1513,maruti ciaz,2016,petrol,34441,621695,sedan,manual,maruti,ciaz,1,,TRUE,FALSE,Yes,No,0,1
1514,toyota corolla altis,2016,petrol,60212,979899,luxury sedan,automatic,toyota,corolla altis,2,1032074,TRUE,FALSE,No,Yes,3,2
1515,volkswagen polo,2016,diesel,34642,639299,hatchback,manual,volkswagen,polo,1,656877,TRUE,FALSE,No,Yes,1,4
1516,maruti swift,2014,petrol,47469,510799,hatchback,manual,maruti,swift,1,,TRUE,FALSE,Yes,No,3,2
1517,maruti baleno,2017,petrol,18822,603372,hatchback,manual,maruti,baleno,1,710523,TRUE,FALSE,Yes,No,5,1
1518,tata tiago,2018,petrol,11201,586558,hatchback,,tata,tiago,1,,TRUE,FALSE,Yes,No,5,4
1519,honda city,2012,petrol,53321,507988,sedan,manual,honda,city,1,,TRUE,FALSE,No,Yes,0,2
1520,maruti baleno,2019,diesel,20413,910027,hatchback,manual,maruti,baleno,1,916406,TRUE,FALSE,Yes,Yes,3,5
1521,honda city,2015,petrol,51020,757118,sedan,manual,honda,city,1,,TRUE,FALSE,No,No,3,1
1522,mahindra bolero,2018,diesel,17773,719507,suv,,mahindra,bolero,1,741308,TRUE,FALSE,No,No,5,4
1523,mahindra marazzo,2020,diesel,16594,1224427,,,mahindra,marazzo,1,,TRUE,FALSE,Yes,No,1,1
1524,skoda rapid,2012,diesel,31349,450869,sedan,manual,skoda,rapid,1,,TRUE,FALSE,Yes,Yes,4,1
1525,hyundai verna,2011,petrol,68541,506998,sedan,manual,hyundai,verna,2,,TRUE,FALSE,Yes,No,4,5
1526,maruti ertiga,2015,diesel,37447,826978,suv,manual,maruti,ertiga,1,851495,TRUE,FALSE,No,Yes,5,5
1527,tata tiago,2019,petrol,8946,611957,hatchback,,tata,tiago,1,,TRUE,FALSE,Yes,No,2,4
1528,mahindra scorpio,2011,diesel,102067,438641,suv,manual,mahindra,scorpio,2,,TRUE,FALSE,Yes,No,4,2
1529,volkswagen vento,2015,diesel,50651,583576,sedan,manual,volkswagen,vento,2,,TRUE,FALSE,No,Yes,3,3
1530,ford ecosport,2015,diesel,48411,727768,suv,manual,ford,ecosport,1,879848,TRUE,FALSE,No,Yes,4,3
1531,hyundai i10,2012,petrol,92929,290470,hatchback,manual,hyundai,i10,2,,TRUE,FALSE,No,Yes,4,5
1532,maruti zen estilo,2009,petrol,28981,253641,hatchback,manual,maruti,zen estilo,1,,TRUE,FALSE,No,No,5,4
1533,ford figo,2010,petrol,71886,234394,hatchback,manual,ford,figo,3,,TRUE,FALSE,No,No,0,2
1534,honda jazz,2010,petrol,62284,326699,hatchback,manual,honda,jazz,1,,TRUE,FALSE,Yes,No,0,5
1535,mg hector,2019,petrol,2795,1716899,,,mg,hector,1,1733752,TRUE,FALSE,No,Yes,2,3
1536,tata nexon,2019,diesel,5175,929554,suv,,tata,nexon ,1,,TRUE,FALSE,No,No,5,3
1537,mahindra xuv500,2017,diesel,63366,1349050,luxury suv,automatic,mahindra,xuv500,1,1384277,TRUE,FALSE,Yes,No,3,4
1538,hyundai elite i20,2019,petrol,12194,737781,hatchback,manual,hyundai,elite i20,2,764898,TRUE,FALSE,Yes,Yes,5,2
1539,maruti baleno,2018,petrol,12750,773431,hatchback,automatic,maruti,baleno,1,781446,TRUE,FALSE,Yes,Yes,2,2
1540,maruti vitara brezza,2018,diesel,16565,835399,suv,manual,maruti,vitara brezza,1,866282,TRUE,FALSE,Yes,No,0,5
1541,renault duster,2016,diesel,37032,872914,suv,automatic,renault,duster,1,,TRUE,FALSE,Yes,No,3,4
1542,hyundai verna,2012,diesel,94180,523307,sedan,manual,hyundai,verna,1,,TRUE,FALSE,No,No,4,5
1543,renault duster,2015,diesel,22558,753752,suv,manual,renault,duster,1,,TRUE,FALSE,Yes,No,4,4
1544,tata nexon,2019,petrol,1424,826708,suv,manual,tata,nexon ,1,965589,TRUE,FALSE,Yes,No,2,5
1545,maruti dzire,2018,diesel,19301,743182,sedan,manual,maruti,dzire,1,757073,TRUE,FALSE,No,No,1,3
1546,maruti ertiga,2014,petrol,58378,531646,suv,manual,maruti,ertiga,2,557947,TRUE,FALSE,No,No,1,3
1547,volkswagen polo,2016,petrol,29947,759463,hatchback,manual,volkswagen,polo,1,,TRUE,FALSE,No,No,0,5
1548,hyundai elite i20,2019,petrol,5211,830211,hatchback,manual,hyundai,elite i20,1,846812,TRUE,FALSE,No,No,5,2
1549,volkswagen polo,2015,diesel,60330,565727,hatchback,manual,volkswagen,polo,1,575166,TRUE,FALSE,Yes,Yes,3,3
1550,volkswagen polo,2016,diesel,48538,772063,hatchback,manual,volkswagen,polo,1,,TRUE,FALSE,No,Yes,5,5
1551,volkswagen vento,2012,diesel,84840,362599,sedan,manual,volkswagen,vento,3,,TRUE,FALSE,No,Yes,0,5
1552,maruti ertiga,2016,petrol,49903,703097,suv,manual,maruti,ertiga,1,733571,TRUE,FALSE,No,Yes,2,2
1553,renault duster,2016,diesel,23293,778809,suv,automatic,renault,duster,1,820580,TRUE,FALSE,Yes,Yes,2,3
1554,honda city,2011,petrol,84567,399057,sedan,manual,honda,city,1,,TRUE,FALSE,Yes,Yes,2,5
1555,hyundai i20,2010,petrol,97059,291461,hatchback,manual,hyundai,i20,2,347665,TRUE,FALSE,Yes,Yes,2,1
1556,maruti zen estilo,2007,petrol,118121,134344,hatchback,manual,maruti,zen estilo,1,170258,TRUE,FALSE,Yes,Yes,5,2
1557,nissan micra,2010,petrol,80771,256399,hatchback,manual,nissan,micra,3,,TRUE,FALSE,No,Yes,1,4
1558,honda city,2015,petrol,41249,722483,sedan,manual,honda,city,1,,TRUE,FALSE,Yes,Yes,1,3
